id,source,destination,commit_date,total_value,paid_to_date,pc10,pc20,pc30,pc40,pc50,pc60,pc70,pc80,pc90,pc100,commit_updates,receiver_type
US-GOV-1-<Element 'iati-identifier' at 0x0000019C6307CE08>,U.S. Agency for International Development,Project HOPE,2020-07-31,400000.0,400000.0,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C631F78B8>,U.S. Agency for International Development,U.S. Government - Department of Agriculture,,0.0,-2577733.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C632058B8>,U.S. Agency for International Development,"Chemonics International, Inc.",2020-09-30,3800000.0,0.0,,,,,,,,,,,1,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C6325CB88>,U.S. Agency for International Development,Icddrb,2020-04-30,2100000.0,489933.0,2020-12-31,2020-12-31,,,,,,,,,1,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C63296CC8>,U.S. Agency for International Development,U.S. Government - Peace Corps,2020-03-31,60000.0,78248.43,2020-03-31,2020-03-31,2020-03-31,2020-03-31,2020-03-31,2020-03-31,2020-03-31,2020-03-31,2020-03-31,2020-03-31,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C633454A8>,U.S. Agency for International Development,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,2020-09-30,400000.0,0.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C6355D908>,U.S. Agency for International Development,RTI International,2020-04-30,2500000.0,2500000.0,2020-11-30,2020-11-30,2020-11-30,2020-11-30,2020-11-30,2020-11-30,2020-11-30,2020-11-30,2020-11-30,2020-11-30,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C635EC1D8>,U.S. Agency for International Development,U.S. Agency for International Development,,0.0,949426.8300000001,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C6376C7C8>,U.S. Agency for International Development,Winrock International,2020-06-30,1925000.0,1736299.8900000001,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C637E54F8>,U.S. Agency for International Development,"University Research Co., LLC",,0.0,1547307.43,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C637E9C28>,U.S. Agency for International Development,International Research and Exchanges Board,2020-09-30,1200000.0,686620.1499999999,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C6382B598>,U.S. Agency for International Development,"ARD, Inc.",2020-03-31,6890000.0,4977133.010000001,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,4,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C63EAB818>,U.S. Agency for International Development,U.P. PUBLIC ADMINISTRATION RESEARCH AND EXTENSION SERVICE FO,2020-06-30,700000.0,0.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C63FC15E8>,U.S. Agency for International Development,RTI International,2020-03-31,13338000.0,3636738.3,2020-06-30,2020-06-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,,,1,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C642D1F98>,U.S. Agency for International Development,"Social Solutions International, Inc.",2020-09-30,3000000.0,0.0,,,,,,,,,,,1,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C6430EF98>,U.S. Agency for International Development,FHI 360,2020-09-30,14698974.0,0.0,,,,,,,,,,,1,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C643738B8>,U.S. Agency for International Development,"Development Alternatives, Inc.",2020-06-30,7139814.0,1159164.98,2020-06-30,2020-06-30,,,,,,,,,1,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C64410EA8>,U.S. Agency for International Development,InterNews,2020-06-30,3250000.0,4424500.0,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C644591D8>,U.S. Agency for International Development,Management Sciences for Health,2020-04-30,1400000.0,1009521.27,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C644D8228>,U.S. Agency for International Development,Creative Associates International,2020-03-31,25900553.64,13132265.969999999,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-09-30,10,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C644F99F8>,U.S. Agency for International Development,Jhpiego Corporation,2020-05-31,650000.0,598807.97,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C6498B138>,U.S. Agency for International Development,FHI 360,2020-04-30,700000.0,575852.5499999999,2020-11-30,2020-11-30,2020-11-30,2020-11-30,2020-11-30,2020-11-30,2020-11-30,2020-11-30,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C64ACB2C8>,U.S. Agency for International Development,Agriculture Cooperative Development International/Volunteers in Overseas Cooperative Assistance,2020-09-30,5300000.0,3404435.0,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,1,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C65E77048>,U.S. Agency for International Development,Creative Associates International,,0.0,1548172.1099999999,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C65EAE4F8>,U.S. Agency for International Development,Salesian Missions,2020-09-30,1250000.0,550000.0,2020-09-30,2020-09-30,2020-09-30,2020-09-30,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C6608E278>,U.S. Agency for International Development,"Save the Children Federation, Inc.",2020-06-30,9000000.0,6617525.16,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C66140A98>,U.S. Agency for International Development,World Food Program,2020-06-30,6000000.0,895950.4299999999,2020-11-30,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C66428C28>,U.S. Agency for International Development,Winrock International,2020-06-30,1881158.0,2253510.1799999997,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C6653A9A8>,U.S. Agency for International Development,Population Services International,2020-05-31,675000.0,405660.69,2020-11-30,2020-11-30,2020-11-30,2020-11-30,2020-11-30,2020-11-30,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C6654FC78>,U.S. Agency for International Development,International Rescue Committee,2020-06-30,750000.0,0.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C66881EA8>,U.S. Agency for International Development,Consortium for Elections and Political Process Strengthening,2020-09-30,1000000.0,996690.16,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C671C2368>,U.S. Agency for International Development,Futures Group Global,2020-04-30,100000.0,100000.0,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C67359868>,U.S. Agency for International Development,IntraHealth International,2020-04-30,100000.0,100000.0,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C675EE9A8>,U.S. Agency for International Development,PATH,2020-04-30,700000.0,694427.38,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C68172548>,U.S. Agency for International Development,"Abt Associates, Inc.",2020-06-30,1000000.0,0.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C68960A98>,U.S. Agency for International Development,FHI 360,2020-07-31,2099054.0,822545.7500000001,2020-12-31,2020-12-31,2020-12-31,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C68BC2B88>,U.S. Agency for International Development,The Tearfund,2020-06-30,650000.0,379741.0,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C68E1B188>,U.S. Agency for International Development,"Save the Children Federation, Inc.",2020-06-30,750000.0,595891.69,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C68E3F278>,U.S. Agency for International Development,InterNews,2020-06-30,292000.0,264100.0,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C68ECE728>,U.S. Agency for International Development,International Medical Corps,2020-06-30,3402313.0,2538238.7800000003,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C68EE3318>,U.S. Agency for International Development,World Vision,2020-05-31,560332.0,505325.0,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C69A84CC8>,U.S. Agency for International Development,International Organisation for Migration,2020-07-31,1000000.0,145817.0,2020-12-31,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C69A974F8>,U.S. Agency for International Development,International Rescue Committee,2020-07-31,2000000.0,962000.0,2020-12-31,2020-12-31,2020-12-31,2020-12-31,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C69ABAE08>,U.S. Agency for International Development,BroadReach Corporation,2020-04-30,900000.0,0.0,,,,,,,,,,,1,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C69ABD688>,U.S. Agency for International Development,Relief International,2020-06-30,1200000.0,479594.63,2020-12-31,2020-12-31,2020-12-31,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C69CD6188>,U.S. Agency for International Development,FHI 360,2020-09-30,3000000.0,0.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C69D3B228>,U.S. Agency for International Development,Catholic Relief Services,2020-04-30,5000000.0,3847393.0,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C6A0D6B88>,U.S. Agency for International Development,Cooperative for Assistance and Relief Everywhere,2020-09-30,16771562.54,7441456.840000001,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,,3,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C6A16FF98>,U.S. Agency for International Development,Food for the Hungry US,2020-07-31,500000.0,462208.5399999999,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C6A177B38>,U.S. Agency for International Development,Pathfinder International,2020-07-31,500000.0,364700.0,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C6A2B4598>,U.S. Agency for International Development,FHI 360,2020-04-30,600000.0,340392.41,2020-08-31,2020-08-31,2020-08-31,2020-08-31,2020-08-31,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C6A506728>,U.S. Agency for International Development,"Abt Associates, Inc.",2020-04-30,500000.0,500000.00000000006,2020-11-30,2020-11-30,2020-11-30,2020-11-30,2020-11-30,2020-11-30,2020-11-30,2020-11-30,2020-11-30,2020-11-30,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C6A6E1DB8>,U.S. Agency for International Development,Solidarity Center,2020-06-30,500000.0,0.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C6D16F278>,U.S. Agency for International Development,Management Systems International,2020-06-30,4100000.0,3410757.7300000004,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,,,1,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C6D30DE58>,U.S. Agency for International Development,Michigan State University,2020-06-30,985756.3,828900.0,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,,,4,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C99152CC8>,U.S. Agency for International Development,MPKU PP Muhammadiyah,2020-05-31,700000.0,630000.0,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C99162818>,U.S. Agency for International Development,United Nations Children's Fund,2020-07-31,2676900.0,471259.23,2020-11-30,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C99164E58>,U.S. Agency for International Development,International Organisation for Migration,2020-05-31,2500000.0,1398922.0,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C9918CEA8>,U.S. Agency for International Development,Management Sciences for Health,2020-07-31,1500000.0,395096.56,2020-12-31,2020-12-31,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C9DC64E58>,U.S. Agency for International Development,FHI 360,2020-04-30,400000.0,399999.88,2020-11-30,2020-11-30,2020-11-30,2020-11-30,2020-11-30,2020-11-30,2020-11-30,2020-11-30,2020-11-30,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019C9FFB2D68>,U.S. Agency for International Development,"Chemonics International, Inc.",2020-09-30,4635172.59,3921126.0,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,3,
US-GOV-1-<Element 'iati-identifier' at 0x0000019CA03FED68>,U.S. Agency for International Development,"DevTech Systems, Inc.",,0.0,615722.71,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019CA0824BD8>,U.S. Agency for International Development,PricewaterhouseCoopers International Limited,2020-06-30,50000.0,0.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019CA0855A98>,U.S. Agency for International Development,"Natural Resources Consulting Engineers, Inc.",2020-09-30,3122905.0,3362845.05,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019CA0858F98>,U.S. Agency for International Development,Creative Associates International,2020-09-30,2800000.0,0.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019CA0862368>,U.S. Agency for International Development,Yayasan KNCV Indonesia,2020-05-31,700000.0,490000.0,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019CA1217138>,U.S. Agency for International Development,"Development Alternatives, Inc.",2020-09-30,8396000.0,2875449.83,2020-06-30,2020-06-30,2020-06-30,2020-09-30,,,,,,,1,
US-GOV-1-<Element 'iati-identifier' at 0x0000019CA1E32DB8>,U.S. Agency for International Development,Freedom House,2020-06-30,852914.0,578558.0,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,,,,,1,
US-GOV-1-<Element 'iati-identifier' at 0x0000019CA1F08D68>,U.S. Agency for International Development,"ARD, Inc.",2020-06-30,1947551.0,1804546.52,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-06-30,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019CA225CD18>,U.S. Agency for International Development,Government of Kenya,2020-04-30,0.0,0.0,,,,,,,,,,,1,
US-GOV-1-<Element 'iati-identifier' at 0x0000019CA24158B8>,U.S. Agency for International Development,"ARD, Inc.",2020-09-30,3000000.0,2483258.42,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,1,
US-GOV-1-<Element 'iati-identifier' at 0x0000019CA245CF98>,U.S. Agency for International Development,Population Services International,2020-04-30,700000.0,303801.13,2020-11-30,2020-11-30,2020-11-30,2020-11-30,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019CA253E778>,U.S. Agency for International Development,Management Sciences for Health,2020-04-30,1000000.0,1000000.0,2020-04-30,2020-04-30,2020-04-30,2020-04-30,2020-04-30,2020-04-30,2020-04-30,2020-04-30,2020-04-30,2020-04-30,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019CA2620728>,U.S. Agency for International Development,Institut Pasteur,2020-04-30,500000.0,164573.11,2020-12-31,2020-12-31,2020-12-31,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D152F1C28>,U.S. Agency for International Development,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,2020-06-30,306972.0,175396.7,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D163D9C78>,U.S. Agency for International Development,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,2020-09-30,1349.73,0.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D19049E08>,U.S. Agency for International Development,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,2020-09-30,111867.81,111867.81,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D198EDEA8>,U.S. Agency for International Development,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,2020-09-30,78428.84,0.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D1DCCEEA8>,U.S. Agency for International Development,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,2020-06-30,5000000.0,0.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D1F443AE8>,U.S. Agency for International Development,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,2020-09-30,1382.0,0.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D25C906D8>,U.S. Agency for International Development,Cooperative for Assistance and Relief Everywhere,2020-03-31,6500000.0,4132604.66,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-03-31,2020-03-31,2020-03-31,2020-03-31,1,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D2687E458>,U.S. Agency for International Development,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,2020-07-31,4218309.0,0.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D268849F8>,U.S. Agency for International Development,International Organisation for Migration,2020-07-31,1000000.0,229961.0,2020-12-31,2020-12-31,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D2688DF98>,U.S. Agency for International Development,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,2020-07-31,1025000.0,300000.0,2020-10-31,2020-10-31,2020-08-31,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D26E83228>,U.S. Agency for International Development,John Snow International,2020-04-30,300000.0,209744.71999999997,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D273A3C78>,U.S. Agency for International Development,World Food Program,2020-07-31,5000000.0,1648969.51,2020-11-30,2020-11-30,2020-11-30,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D274C1A98>,U.S. Agency for International Development,"Chemonics International, Inc.",2020-09-30,2000000.0,0.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D27787278>,U.S. Agency for International Development,Population Services International,2020-04-30,1700000.0,101980.78,,,,,,,,,,,2,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D27AFCB38>,U.S. Agency for International Development,Management Sciences for Health,2020-04-30,4300000.0,6371670.529999998,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,9,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D27DCEE58>,U.S. Agency for International Development,Nathan Associates Inc.,2020-09-30,1500000.0,0.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D2814AEF8>,U.S. Agency for International Development,Public Health Institute,2020-05-31,2750000.0,399683.45,2020-11-30,,,,,,,,,,5,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D2921BEA8>,U.S. Agency for International Development,Futures Group Global,2020-06-30,2000000.0,14900.88,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D2927FD68>,U.S. Agency for International Development,FHI 360,2020-09-30,12048927.37,4364935.489999999,2020-10-31,2020-10-31,2020-10-31,,,,,,,,37,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D2939BEA8>,U.S. Agency for International Development,Jhpiego Corporation,2020-06-30,5700000.0,2411030.6700000004,2020-10-31,2020-10-31,2020-10-31,2020-10-31,,,,,,,17,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D2944DA48>,U.S. Agency for International Development,Futures Group Global,2020-04-30,5850000.0,1200000.0,2020-08-31,2020-08-31,2020-05-31,2020-05-31,2020-05-31,2020-05-31,2020-05-31,2020-05-31,2020-05-31,2020-05-31,1,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D2955CD18>,U.S. Agency for International Development,Futures Group Global,2020-05-31,4450000.0,2866000.0,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2020-12-31,,,,,6,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D295AADB8>,U.S. Agency for International Development,University of California at Davis,2020-04-30,1800000.0,319502.6,2020-12-31,2020-09-30,2020-09-30,,,,,,,,2,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D29673E08>,U.S. Agency for International Development,United States Pharmacopeial Convention,2020-07-31,1830000.0,361005.62,2020-11-30,,,,,,,,,,1,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D29744EF8>,U.S. Agency for International Development,The Rotary Foundation of Rotary America,2020-09-30,16413.0,0.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D29845B88>,U.S. Agency for International Development,"Abt Associates, Inc.",2020-09-30,11925000.0,4339187.74,2020-12-31,2020-12-31,2020-12-31,,,,,,,,13,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D29938278>,U.S. Agency for International Development,"University of North Carolina, Chapel Hill",2020-04-30,350000.0,55000.0,2020-09-30,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D2998CEA8>,U.S. Agency for International Development,Michigan State University,2020-06-30,200000.0,0.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D29AA1548>,U.S. Agency for International Development,International Business and Technical Consultants Inc.,2020-06-30,545569.0,9699.86,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D29BC8BD8>,U.S. Agency for International Development,Jhpiego Corporation,2020-09-30,1150000.0,115952.44000000002,2020-12-31,,,,,,,,,,1,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D29C5FAE8>,U.S. Agency for International Development,John Snow International,2020-09-30,4568090.0,151385.9,,,,,,,,,,,4,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D29D66318>,U.S. Agency for International Development,Winrock International,2020-06-30,2000000.0,0.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D2DCE8C78>,U.S. Agency for International Development,Global Communities,2020-06-30,2000000.0,0.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D2DDC7D18>,U.S. Agency for International Development,Plan International,2020-06-30,1300000.0,0.0,,,,,,,,,,,2,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D2DE0EA48>,U.S. Agency for International Development,International Organisation for Migration,2020-05-31,750000.0,0.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D2DE22A48>,U.S. Agency for International Development,Counterpart International,2020-09-30,150000.0,0.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D2DE39958>,U.S. Agency for International Development,International Organisation for Migration,2020-05-31,1000000.0,9900.99,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D2DFF6A48>,U.S. Agency for International Development,International Organisation for Migration,2020-06-30,1000000.0,560685.0,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D2E03FB38>,U.S. Agency for International Development,SOCHA LLC,2020-04-30,500000.0,304373.76,2020-11-30,2020-11-30,2020-11-30,2020-11-30,2020-11-30,2020-11-30,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D2E078CC8>,U.S. Agency for International Development,Creative Associates International,2020-09-30,1500000.0,0.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D2E11EC78>,U.S. Agency for International Development,International Fertilizer Development Center,2020-03-31,1699716.0,3950000.0,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,1,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D2E147D68>,U.S. Agency for International Development,Equal Access International (EA),2020-09-30,1100000.0,0.0,,,,,,,,,,,0,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D2E2CADB8>,U.S. Agency for International Development,International Resources Group Ltd.,2020-09-30,12403774.0,6955079.220000001,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-09-30,5,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D2E381598>,U.S. Agency for International Development,Winrock International,2020-09-30,1563334.0,0.0,,,,,,,,,,,1,
US-GOV-1-<Element 'iati-identifier' at 0x0000019D2E88BEA8>,U.S. Agency for International Development,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,2020-07-31,4012650.0,221810.25,,,,,,,,,,,1,
